+--------------------------------------------------------------------------------------------------------------------------------------------------+
| key                                                                | types                                 | occurrences | percents              |
| images.nutrition_en.sizes.100                                      | Object                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.100.h                                    | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.100.w                                    | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.200                                      | Object                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.200.h                                    | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.200.w                                    | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.400                                      | Object                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.400.h                                    | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.400.w                                    | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.full                                     | Object                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.full.h                                   | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.sizes.full.w                                   | Number                                |          47 |   1.17441279360319850 |
| images.nutrition_en.white_magic                                    | null                                  |          47 |   1.17441279360319850 |
| images.nutrition_en.x1                                             | Number (7),null (29),String (11)      |          47 |   1.17441279360319850 |
| images.nutrition_en.x2                                             | Number (7),null (29),String (11)      |          47 |   1.17441279360319850 |
| images.nutrition_en.y1                                             | Number (7),null (29),String (11)      |          47 |   1.17441279360319850 |
| images.nutrition_en.y2                                             | Number (7),null (29),String (11)      |          47 |   1.17441279360319850 |
| product_name_en_debug_tags                                         | Array                                 |          47 |   1.17441279360319850 |
| link                                                               | String                                |          33 |   0.82458770614692656 |
| link_debug_tags                                                    | Array                                 |          33 |   0.82458770614692656 |
| ingredients_text_en                                                | String                                |          28 |   0.69965017491254378 |
| expiration_date                                                    | String                                |          26 |   0.64967516241879064 |
| ingredients_text_en_debug_tags                                     | Array                                 |          25 |   0.62468765617191402 |
| images.7                                                           | Object                                |          24 |   0.59970014992503751 |
| images.7.sizes                                                     | Object                                |          24 |   0.59970014992503751 |
| images.7.sizes.100                                                 | Object                                |          24 |   0.59970014992503751 |
| images.7.sizes.100.h                                               | Number                                |          24 |   0.59970014992503751 |
| images.7.sizes.100.w                                               | Number                                |          24 |   0.59970014992503751 |
| images.7.sizes.400                                                 | Object                                |          24 |   0.59970014992503751 |
| images.7.sizes.400.h                                               | Number                                |          24 |   0.59970014992503751 |
| images.7.sizes.400.w                                               | Number                                |          24 |   0.59970014992503751 |
| images.7.sizes.full                                                | Object                                |          24 |   0.59970014992503751 |
| images.7.sizes.full.h                                              | Number                                |          24 |   0.59970014992503751 |
| images.7.sizes.full.w                                              | Number                                |          24 |   0.59970014992503751 |
| images.7.uploaded_t                                                | Number (19),String (5)                |          24 |   0.59970014992503751 |
| images.7.uploader                                                  | String                                |          24 |   0.59970014992503751 |
| emb_codes_orig                                                     | String                                |          15 |   0.37481259370314840 |
| images.8                                                           | Object                                |          12 |   0.29985007496251875 |
| images.8.sizes                                                     | Object                                |          12 |   0.29985007496251875 |
| images.8.sizes.100                                                 | Object                                |          12 |   0.29985007496251875 |
| images.8.sizes.100.h                                               | Number                                |          12 |   0.29985007496251875 |
| images.8.sizes.100.w                                               | Number                                |          12 |   0.29985007496251875 |
| images.8.sizes.400                                                 | Object                                |          12 |   0.29985007496251875 |
| images.8.sizes.400.h                                               | Number                                |          12 |   0.29985007496251875 |
| images.8.sizes.400.w                                               | Number                                |          12 |   0.29985007496251875 |
| images.8.sizes.full                                                | Object                                |          12 |   0.29985007496251875 |
| images.8.sizes.full.h                                              | Number                                |          12 |   0.29985007496251875 |
| images.8.sizes.full.w                                              | Number                                |          12 |   0.29985007496251875 |
| images.8.uploaded_t                                                | Number (8),String (4)                 |          12 |   0.29985007496251875 |
| images.8.uploader                                                  | String                                |          12 |   0.29985007496251875 |
| ingredients_text_debug_tags                                        | Array                                 |          12 |   0.29985007496251875 |
| nutriments.calcium                                                 | Number                                |          12 |   0.29985007496251875 |
| nutriments.calcium_100g                                            | Number (11),String (1)                |          12 |   0.29985007496251875 |
| nutriments.calcium_serving                                         | Number (10),String (2)                |          12 |   0.29985007496251875 |
| nutriments.calcium_unit                                            | String                                |          12 |   0.29985007496251875 |
| nutriments.calcium_value                                           | String                                |          12 |   0.29985007496251875 |
| fruits-vegetables-nuts_100g_estimate                               | Number                                |           8 |   0.19990004997501248 |
| nutriments.magnesium                                               | Number                                |           8 |   0.19990004997501248 |
| nutriments.magnesium_100g                                          | Number (7),String (1)                 |           8 |   0.19990004997501248 |
| nutriments.magnesium_serving                                       | String (3),Number (5)                 |           8 |   0.19990004997501248 |
| nutriments.magnesium_unit                                          | String                                |           8 |   0.19990004997501248 |
| nutriments.magnesium_value                                         | String                                |           8 |   0.19990004997501248 |
| nutrition_score_warning_fruits_vegetables_nuts_from_category       | String                                |           8 |   0.19990004997501248 |
| nutrition_score_warning_fruits_vegetables_nuts_from_category_value | Number                                |           8 |   0.19990004997501248 |
| with_sweeteners                                                    | Number                                |           8 |   0.19990004997501248 |
| images.9                                                           | Object                                |           7 |   0.17491254372813594 |
| images.9.sizes                                                     | Object                                |           7 |   0.17491254372813594 |
| images.9.sizes.100                                                 | Object                                |           7 |   0.17491254372813594 |
| images.9.sizes.100.h                                               | Number                                |           7 |   0.17491254372813594 |
| images.9.sizes.100.w                                               | Number                                |           7 |   0.17491254372813594 |
| images.9.sizes.400                                                 | Object                                |           7 |   0.17491254372813594 |
| images.9.sizes.400.h                                               | Number                                |           7 |   0.17491254372813594 |
| images.9.sizes.400.w                                               | Number                                |           7 |   0.17491254372813594 |
| images.9.sizes.full                                                | Object                                |           7 |   0.17491254372813594 |
| images.9.sizes.full.h                                              | Number                                |           7 |   0.17491254372813594 |
| images.9.sizes.full.w                                              | Number                                |           7 |   0.17491254372813594 |
| images.9.uploaded_t                                                | Number                                |           7 |   0.17491254372813594 |
| images.9.uploader                                                  | String                                |           7 |   0.17491254372813594 |
| ingredients_text_with_allergens_it                                 | null (3),String (4)                   |           7 |   0.17491254372813594 |
| languages.en:italian                                               | Number                                |           7 |   0.17491254372813594 |
| languages_codes.it                                                 | Number                                |           7 |   0.17491254372813594 |
| languages.en:german                                                | Number                                |           6 |   0.14992503748125938 |
| languages.en:spanish                                               | Number                                |           6 |   0.14992503748125938 |
| languages_codes.de                                                 | Number                                |           6 |   0.14992503748125938 |
| languages_codes.es                                                 | Number                                |           6 |   0.14992503748125938 |
| nutriments.iron                                                    | Number                                |           6 |   0.14992503748125938 |
| nutriments.iron_100g                                               | Number                                |           6 |   0.14992503748125938 |
| nutriments.iron_serving                                            | Number (3),String (3)                 |           6 |   0.14992503748125938 |
| nutriments.iron_unit                                               | String                                |           6 |   0.14992503748125938 |
| nutriments.iron_value                                              | String                                |           6 |   0.14992503748125938 |
| nutriments.sugars_modifier                                         | String                                |           6 |   0.14992503748125938 |
| categories_next_hierarchy                                          | Array                                 |           5 |   0.12493753123438281 |
| categories_next_tags                                               | Array                                 |           5 |   0.12493753123438281 |
| images.10                                                          | Object                                |           5 |   0.12493753123438281 |
| images.10.sizes                                                    | Object                                |           5 |   0.12493753123438281 |
| images.10.sizes.100                                                | Object                                |           5 |   0.12493753123438281 |
| images.10.sizes.100.h                                              | Number                                |           5 |   0.12493753123438281 |
| images.10.sizes.100.w                                              | Number                                |           5 |   0.12493753123438281 |
| images.10.sizes.400                                                | Object                                |           5 |   0.12493753123438281 |
| images.10.sizes.400.h                                              | Number                                |           5 |   0.12493753123438281 |
| images.10.sizes.400.w                                              | Number                                |           5 |   0.12493753123438281 |
| images.10.sizes.full                                               | Object                                |           5 |   0.12493753123438281 |
| images.10.sizes.full.h                                             | Number                                |           5 |   0.12493753123438281 |
| images.10.sizes.full.w                                             | Number                                |           5 |   0.12493753123438281 |
| images.10.uploaded_t                                               | Number                                |           5 |   0.12493753123438281 |
| images.10.uploader                                                 | String                                |           5 |   0.12493753123438281 |
| images.front_de                                                    | Object                                |           5 |   0.12493753123438281 |
| images.front_de.angle                                              | Number                                |           5 |   0.12493753123438281 |
| images.front_de.geometry                                           | String                                |           5 |   0.12493753123438281 |
| images.front_de.imgid                                              | String                                |           5 |   0.12493753123438281 |
| images.front_de.normalize                                          | null                                  |           5 |   0.12493753123438281 |
| images.front_de.rev                                                | String                                |           5 |   0.12493753123438281 |
| images.front_de.sizes                                              | Object                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.100                                          | Object                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.100.h                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.100.w                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.200                                          | Object                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.200.h                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.200.w                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.400                                          | Object                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.400.h                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.400.w                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.full                                         | Object                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.full.h                                       | Number                                |           5 |   0.12493753123438281 |
| images.front_de.sizes.full.w                                       | Number                                |           5 |   0.12493753123438281 |
| images.front_de.white_magic                                        | null                                  |           5 |   0.12493753123438281 |
| images.front_de.x1                                                 | String                                |           5 |   0.12493753123438281 |
| images.front_de.x2                                                 | String                                |           5 |   0.12493753123438281 |
| images.front_de.y1                                                 | String                                |           5 |   0.12493753123438281 |
| images.front_de.y2                                                 | String                                |           5 |   0.12493753123438281 |
| images.front_es                                                    | Object                                |           5 |   0.12493753123438281 |
| images.front_es.angle                                              | null (4),Number (1)                   |           5 |   0.12493753123438281 |
| images.front_es.geometry                                           | String                                |           5 |   0.12493753123438281 |
| images.front_es.imgid                                              | String                                |           5 |   0.12493753123438281 |
| images.front_es.normalize                                          | null                                  |           5 |   0.12493753123438281 |
| images.front_es.rev                                                | String                                |           5 |   0.12493753123438281 |
| images.front_es.sizes                                              | Object                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.100                                          | Object                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.100.h                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.100.w                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.200                                          | Object                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.200.h                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.200.w                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.400                                          | Object                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.400.h                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.400.w                                        | Number                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.full                                         | Object                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.full.h                                       | Number                                |           5 |   0.12493753123438281 |
| images.front_es.sizes.full.w                                       | Number                                |           5 |   0.12493753123438281 |
| images.front_es.white_magic                                        | null                                  |           5 |   0.12493753123438281 |
| images.front_es.x1                                                 | null (4),Number (1)                   |           5 |   0.12493753123438281 |
| images.front_es.x2                                                 | null (4),Number (1)                   |           5 |   0.12493753123438281 |
| images.front_es.y1                                                 | null (4),Number (1)                   |           5 |   0.12493753123438281 |
| images.front_es.y2                                                 | null (4),Number (1)                   |           5 |   0.12493753123438281 |
| images.ingredients_it                                              | Object                                |           5 |   0.12493753123438281 |
| images.ingredients_it.angle                                        | Number (2),null (3)                   |           5 |   0.12493753123438281 |
| images.ingredients_it.geometry                                     | String                                |           5 |   0.12493753123438281 |
| images.ingredients_it.imgid                                        | String                                |           5 |   0.12493753123438281 |
| images.ingredients_it.normalize                                    | null                                  |           5 |   0.12493753123438281 |
| images.ingredients_it.rev                                          | String                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes                                        | Object                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.100                                    | Object                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.100.h                                  | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.100.w                                  | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.200                                    | Object                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.200.h                                  | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.200.w                                  | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.400                                    | Object                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.400.h                                  | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.400.w                                  | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.full                                   | Object                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.full.h                                 | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.sizes.full.w                                 | Number                                |           5 |   0.12493753123438281 |
| images.ingredients_it.white_magic                                  | null                                  |           5 |   0.12493753123438281 |
| images.ingredients_it.x1                                           | String (2),null (3)                   |           5 |   0.12493753123438281 |
| images.ingredients_it.x2                                           | String (2),null (3)                   |           5 |   0.12493753123438281 |
| images.ingredients_it.y1                                           | String (2),null (3)                   |           5 |   0.12493753123438281 |
| images.ingredients_it.y2                                           | String (2),null (3)                   |           5 |   0.12493753123438281 |
| ingredients_text_with_allergens_de                                 | String (1),null (4)                   |           5 |   0.12493753123438281 |
| ingredients_text_with_allergens_es                                 | null (2),String (3)                   |           5 |   0.12493753123438281 |
| labels_next_hierarchy                                              | Array                                 |           5 |   0.12493753123438281 |
| labels_next_tags                                                   | Array                                 |           5 |   0.12493753123438281 |
| nutriments.vitamin-c                                               | Number                                |           5 |   0.12493753123438281 |
| nutriments.vitamin-c_100g                                          | Number (4),String (1)                 |           5 |   0.12493753123438281 |
| nutriments.vitamin-c_serving                                       | String (2),Number (3)                 |           5 |   0.12493753123438281 |
| nutriments.vitamin-c_unit                                          | String                                |           5 |   0.12493753123438281 |
| nutriments.vitamin-c_value                                         | String                                |           5 |   0.12493753123438281 |
| generic_name                                                       | String                                |           4 |   0.09995002498750624 |
| images.front_it                                                    | Object                                |           4 |   0.09995002498750624 |
| images.front_it.angle                                              | Number (1),null (3)                   |           4 |   0.09995002498750624 |
| images.front_it.geometry                                           | String                                |           4 |   0.09995002498750624 |
| images.front_it.imgid                                              | String                                |           4 |   0.09995002498750624 |
| images.front_it.normalize                                          | null                                  |           4 |   0.09995002498750624 |
| images.front_it.rev                                                | String                                |           4 |   0.09995002498750624 |
| images.front_it.sizes                                              | Object                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.100                                          | Object                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.100.h                                        | Number                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.100.w                                        | Number                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.200                                          | Object                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.200.h                                        | Number                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.200.w                                        | Number                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.400                                          | Object                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.400.h                                        | Number                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.400.w                                        | Number                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.full                                         | Object                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.full.h                                       | Number                                |           4 |   0.09995002498750624 |
| images.front_it.sizes.full.w                                       | Number                                |           4 |   0.09995002498750624 |
| images.front_it.white_magic                                        | null                                  |           4 |   0.09995002498750624 |
| images.front_it.x1                                                 | String (1),null (3)                   |           4 |   0.09995002498750624 |
| images.front_it.x2                                                 | String (1),null (3)                   |           4 |   0.09995002498750624 |
| images.front_it.y1                                                 | String (1),null (3)                   |           4 |   0.09995002498750624 |
| images.front_it.y2                                                 | String (1),null (3)                   |           4 |   0.09995002498750624 |
| images.ingredients_es                                              | Object                                |           4 |   0.09995002498750624 |
| images.ingredients_es.angle                                        | null (3),Number (1)                   |           4 |   0.09995002498750624 |
| images.ingredients_es.geometry                                     | String                                |           4 |   0.09995002498750624 |
| images.ingredients_es.imgid                                        | String                                |           4 |   0.09995002498750624 |
| images.ingredients_es.normalize                                    | null                                  |           4 |   0.09995002498750624 |
| images.ingredients_es.rev                                          | Number (1),String (3)                 |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes                                        | Object                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.100                                    | Object                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.100.h                                  | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.100.w                                  | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.200                                    | Object                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.200.h                                  | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.200.w                                  | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.400                                    | Object                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.400.h                                  | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.400.w                                  | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.full                                   | Object                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.full.h                                 | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.sizes.full.w                                 | Number                                |           4 |   0.09995002498750624 |
| images.ingredients_es.white_magic                                  | null                                  |           4 |   0.09995002498750624 |
| images.ingredients_es.x1                                           | null (3),String (1)                   |           4 |   0.09995002498750624 |
| images.ingredients_es.x2                                           | null (3),String (1)                   |           4 |   0.09995002498750624 |
| images.ingredients_es.y1                                           | null (3),String (1)                   |           4 |   0.09995002498750624 |
| images.ingredients_es.y2                                           | null (3),String (1)                   |           4 |   0.09995002498750624 |
| ingredients_text_it                                                | String                                |           4 |   0.09995002498750624 |
| ingredients_text_it_debug_tags                                     | Array                                 |           4 |   0.09995002498750624 |
| nutriments.carbohydrates_modifier                                  | String                                |           4 |   0.09995002498750624 |
| product_name_es                                                    | String                                |           4 |   0.09995002498750624 |
| product_name_it                                                    | String                                |           4 |   0.09995002498750624 |
| product_name_it_debug_tags                                         | Array                                 |           4 |   0.09995002498750624 |
| generic_name_en                                                    | String                                |           3 |   0.07496251874062969 |
| generic_name_en_debug_tags                                         | Array                                 |           3 |   0.07496251874062969 |
| images.11                                                          | Object                                |           3 |   0.07496251874062969 |
| images.11.sizes                                                    | Object                                |           3 |   0.07496251874062969 |
| images.11.sizes.100                                                | Object                                |           3 |   0.07496251874062969 |
| images.11.sizes.100.h                                              | Number                                |           3 |   0.07496251874062969 |
| images.11.sizes.100.w                                              | Number                                |           3 |   0.07496251874062969 |
| images.11.sizes.400                                                | Object                                |           3 |   0.07496251874062969 |
| images.11.sizes.400.h                                              | Number                                |           3 |   0.07496251874062969 |
| images.11.sizes.400.w                                              | Number                                |           3 |   0.07496251874062969 |
| images.11.sizes.full                                               | Object                                |           3 |   0.07496251874062969 |
| images.11.sizes.full.h                                             | Number                                |           3 |   0.07496251874062969 |
| images.11.sizes.full.w                                             | Number                                |           3 |   0.07496251874062969 |
| images.11.uploaded_t                                               | Number                                |           3 |   0.07496251874062969 |
| images.11.uploader                                                 | String                                |           3 |   0.07496251874062969 |
| images.front_xx                                                    | Object                                |           3 |   0.07496251874062969 |
| images.front_xx.angle                                              | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.geometry                                           | String                                |           3 |   0.07496251874062969 |
| images.front_xx.imgid                                              | String                                |           3 |   0.07496251874062969 |
| images.front_xx.normalize                                          | null                                  |           3 |   0.07496251874062969 |
| images.front_xx.rev                                                | String                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes                                              | Object                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.100                                          | Object                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.100.h                                        | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.100.w                                        | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.200                                          | Object                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.200.h                                        | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.200.w                                        | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.400                                          | Object                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.400.h                                        | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.400.w                                        | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.full                                         | Object                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.full.h                                       | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.sizes.full.w                                       | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.white_magic                                        | null                                  |           3 |   0.07496251874062969 |
| images.front_xx.x1                                                 | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.x2                                                 | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.y1                                                 | Number                                |           3 |   0.07496251874062969 |
| images.front_xx.y2                                                 | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl                                              | Object                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.angle                                        | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.geometry                                     | String                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.imgid                                        | String                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.normalize                                    | null                                  |           3 |   0.07496251874062969 |
| images.ingredients_nl.rev                                          | String                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes                                        | Object                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.100                                    | Object                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.100.h                                  | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.100.w                                  | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.200                                    | Object                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.200.h                                  | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.200.w                                  | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.400                                    | Object                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.400.h                                  | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.400.w                                  | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.full                                   | Object                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.full.h                                 | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.sizes.full.w                                 | Number                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.white_magic                                  | null                                  |           3 |   0.07496251874062969 |
| images.ingredients_nl.x1                                           | String                                |           3 |   0.07496251874062969 |
| images.ingredients_nl.x2                                           | String                                |           3 |   0.07496251874062969 |
